74,"t","Watershed: Released July 25, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
74,"t","Table 1.  Summary by Hydrologic Unit Code: 2017 and 2012 (continued)"
74,"t","[For meaning of abbreviations and symbols, see introductory text.]"
74,"h","","","","","","","",""
74,"h","","","","","","","",""
74,"h","","","H102300","H102300","H102400","H102400","H102500","H102500"
74,"h","","","","","","","",""
74,"h","Item","","2017","2012","2017","2012","2017","2012"
74,"h","","","","","","","",""
74,"d","FARMS AND LAND IN FARMS","",,,,,,
74,"d","","",,,,,,
74,"d","Farms","number",11945,11906,17142,17806,10118,10869
74,"d","Land in farms","acres",5085429,5076350,7321816,7213961,14429607,14135307
74,"d","","",,,,,,
74,"d","LAND USE AND PRACTICES","",,,,,,
74,"d","","",,,,,,
74,"d","Total cropland","farms",10808,10605,15298,15896,8314,9103
74,"d","","acres",4612645,4532937,6059117,5725686,8672820,8346899
74,"d","  Harvested cropland","farms",9135,9172,12843,12997,6832,7228
74,"d","","acres",4373202,4376749,5547762,5226977,6278507,5702409
74,"d","  Other pasture and grazing land that could have been used","",,,,,,
74,"d","   for crops without additional improvement","farms",449,470,1059,1096,472,488
74,"d","","acres",19600,22711,82677,69297,109872,138608
74,"d","  Cropland idle or used for cover crops or soil-improvement","",,,,,,
74,"d","   but not harvested and not pastured or grazed","farms",3744,3149,5400,5971,2896,3854
74,"d","","acres",212353,127021,413696,400657,720404,859469
74,"d","  Cropland on which all crops failed","",,,,,,
74,"d","   or were abandoned","farms",143,164,258,387,591,1439
74,"d","","acres",5524,6071,10815,22531,151318,416828
74,"d","  Cropland in summer fallow (see text)","farms",30,24,181,151,2758,2795
74,"d","","acres",1966,385,4167,6224,1412719,1229585
74,"d","Total woodland","farms",1597,1629,4593,5212,703,805
74,"d","","acres",84824,89482,206857,258490,43554,64666
74,"d","  Woodland pastured","farms",559,641,1631,2016,204,242
74,"d","","acres",27642,32971,64647,82055,15018,19974
74,"d","  Woodland not pastured","farms",1169,1118,3389,3699,553,618
74,"d","","acres",57182,56511,142210,176435,28536,44692
74,"d","Permanent pasture and rangeland, other than cropland","",,,,,,
74,"d"," and woodland pastured","farms",3256,3433,7378,8305,6075,6582
74,"d","","acres",226758,254886,727353,830446,5473393,5462280
74,"d","Land in farmsteads, homes, buildings, livestock facilities,","",,,,,,
74,"d"," ponds, roads, wasteland, etc.","farms",6922,7635,10295,12201,4902,6236
