61,"t","Watershed: Released July 25, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
61,"t","Table 1.  Summary by Hydrologic Unit Code: 2017 and 2012 (continued)"
61,"t","[For meaning of abbreviations and symbols, see introductory text.]"
61,"h","","","","","","","",""
61,"h","","","","","","","",""
61,"h","","","H090201","H090201","H090202","H090202","H090203","H090203"
61,"h","","","","","","","",""
61,"h","Item","","2017","2012","2017","2012","2017","2012"
61,"h","","","","","","","",""
61,"d","FARMS AND LAND IN FARMS","",,,,,,
61,"d","","",,,,,,
61,"d","Farms","number",7801,8704,4735,5614,7635,8685
61,"d","Land in farms","acres",6112307,6198430,6521022,6542947,6957216,6955503
61,"d","","",,,,,,
61,"d","LAND USE AND PRACTICES","",,,,,,
61,"d","","",,,,,,
61,"d","Total cropland","farms",7150,7956,4385,5173,7079,8125
61,"d","","acres",5485816,5400118,5511113,5504466,6202232,6087874
61,"d","  Harvested cropland","farms",5379,5634,3193,3403,4857,5080
61,"d","","acres",5083839,4940581,4811313,4716104,5431012,5207737
61,"d","  Other pasture and grazing land that could have been used","",,,,,,
61,"d","   for crops without additional improvement","farms",297,387,201,231,334,467
61,"d","","acres",24603,27136,40630,26070,29450,37891
61,"d","  Cropland idle or used for cover crops or soil-improvement","",,,,,,
61,"d","   but not harvested and not pastured or grazed","farms",3226,3736,2211,3016,3737,4496
61,"d","","acres",343186,381561,500588,632927,660121,771426
61,"d","  Cropland on which all crops failed","",,,,,,
61,"d","   or were abandoned","farms",291,325,319,333,252,297
61,"d","","acres",18077,33532,109833,71404,38615,37146
61,"d","  Cropland in summer fallow (see text)","farms",218,214,302,240,475,464
61,"d","","acres",16111,17308,48749,57961,43034,33674
61,"d","Total woodland","farms",2076,2550,484,648,2641,3074
61,"d","","acres",143326,174637,25228,34970,260913,310687
61,"d","  Woodland pastured","farms",619,891,153,234,830,990
61,"d","","acres",31121,49451,"(D)",16005,69367,81687
61,"d","  Woodland not pastured","farms",1717,2015,369,472,2189,2493
61,"d","","acres",112205,125186,"(D)",18965,191546,229000
61,"d","Permanent pasture and rangeland, other than cropland","",,,,,,
61,"d"," and woodland pastured","farms",1950,2431,1561,2023,1790,2041
61,"d","","acres",236199,322099,700430,669821,281132,269153
61,"d","Land in farmsteads, homes, buildings, livestock facilities,","",,,,,,
61,"d"," ponds, roads, wasteland, etc.","farms",4438,5548,2454,3426,4100,5175
61,"d","","acres",246966,301576,284251,333690,212939,287789
61,"d","Irrigated land","farms",307,281,115,122,135,131
61,"d","","acres",106413,82386,43150,31964,49495,47857
61,"d","  Harvested cropland","farms",304,278,113,120,126,122
61,"d","","acres",106333,82279,43061,31502,49344,"(D)"
61,"d","  Pastureland and other land","farms",8,6,6,9,11,10
61,"d","","acres",80,107,89,462,151,"(D)"
61,"d","Cropland on which no-till practices were used","farms",619,532,711,699,408,328
61,"d","","acres",285308,196500,667670,632618,186127,129570
61,"d","Cropland on which reduced tillage, excluding","",,,,,,
61,"d"," no till, practices were used (see text)","farms",1875,1367,1493,1168,1558,1118
61,"d","","acres",1837524,1145810,2503622,1583309,1972849,1230349
61,"d","FERTILIZERS AND CHEMICALS","",,,,,,
61,"d","","",,,,,,
61,"d","Commercial fertilizer, lime, and soil conditioners","",,,,,,
